caller	ncallers	ncalls	tp	fp	sens	ppv
int.uni.uni.mut.shi.var	3	40384	1209	39175	0.947492163009404	0.0299375990491284
uni.int.int.mut.shi.var	3	40384	1209	39175	0.947492163009404	0.0299375990491284
int.int.uni.mut.shi.var	3	40384	1209	39175	0.947492163009404	0.0299375990491284
int.uni.int.mut.shi.var	3	40384	1209	39175	0.947492163009404	0.0299375990491284
uni.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
int.mut.sni.str	3	1226	1008	218	0.789968652037618	0.822185970636215
uni.int.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
int.uni.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
uni.uni.int.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
uni.int.uni.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
int.uni.uni.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
uni.int.int.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
int.int.uni.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
int.uni.int.mut.sni.str	3	6757	1223	5534	0.95846394984326	0.180997484090573
uni.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
int.mut.sni.var	3	1214	1002	212	0.785266457680251	0.825370675453048
uni.int.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
int.uni.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
uni.uni.int.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
uni.int.uni.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
int.uni.uni.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
uni.int.int.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
int.int.uni.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
int.uni.int.mut.sni.var	3	4118	1202	2916	0.942006269592476	0.291889266634288
uni.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
int.mut.str.var	3	1349	1080	269	0.846394984326019	0.800593031875463
uni.int.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
int.uni.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
uni.uni.int.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
uni.int.uni.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
int.uni.uni.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
uni.int.int.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
int.int.uni.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
int.uni.int.mut.str.var	3	6362	1223	5139	0.95846394984326	0.192235146180446
uni.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
int.seu.shi.sni	3	1260	1018	242	0.797805642633229	0.807936507936508
uni.int.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
int.uni.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
uni.uni.int.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
uni.int.uni.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
int.uni.uni.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
uni.int.int.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
int.int.uni.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
int.uni.int.seu.shi.sni	3	72971	1195	71776	0.936520376175549	0.0163763686944128
uni.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
int.seu.shi.str	3	1550	1163	387	0.911442006269592	0.750322580645161
uni.int.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
int.uni.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
uni.uni.int.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
uni.int.uni.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
int.uni.uni.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
uni.int.int.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
int.int.uni.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
int.uni.int.seu.shi.str	3	74335	1227	73108	0.961598746081505	0.0165063563597229
uni.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
int.seu.shi.var	3	1384	1080	304	0.846394984326019	0.780346820809249
uni.int.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
int.uni.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
uni.uni.int.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
uni.int.uni.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
int.uni.uni.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
uni.int.int.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
int.int.uni.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
int.uni.int.seu.shi.var	3	72411	1195	71216	0.936520376175549	0.0165030174973416
uni.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
int.seu.sni.str	3	1255	1017	238	0.797021943573668	0.810358565737052
uni.int.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
int.uni.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
uni.uni.int.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
uni.int.uni.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
int.uni.uni.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
uni.int.int.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
int.int.uni.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
int.uni.int.seu.sni.str	3	44956	1225	43731	0.960031347962382	0.0272488655574339
uni.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
int.seu.sni.var	3	1241	1009	232	0.790752351097179	0.813053988718775
uni.int.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
int.uni.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
uni.uni.int.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
uni.int.uni.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
int.uni.uni.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
uni.int.int.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
int.int.uni.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
int.uni.int.seu.sni.var	3	42993	1193	41800	0.934952978056426	0.0277487032772777
uni.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
int.seu.str.var	3	1374	1088	286	0.852664576802508	0.791848617176128
uni.int.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
int.uni.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
uni.uni.int.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
uni.int.uni.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
int.uni.uni.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
uni.int.int.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
int.int.uni.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
int.uni.int.seu.str.var	3	44394	1225	43169	0.960031347962382	0.0275938189845475
uni.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
int.shi.sni.str	3	1252	1017	235	0.797021943573668	0.812300319488818
uni.int.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
int.uni.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
uni.uni.int.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
uni.int.uni.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
int.uni.uni.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
uni.int.int.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
int.int.uni.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
int.uni.int.shi.sni.str	3	43251	1226	42025	0.960815047021944	0.0283461654065802
uni.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
int.shi.sni.var	3	1227	1009	218	0.790752351097179	0.822330888345558
uni.int.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
int.uni.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
uni.uni.int.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
uni.int.uni.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
int.uni.uni.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
uni.int.int.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
int.int.uni.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
int.uni.int.shi.sni.var	3	40584	1175	39409	0.920846394984326	0.0289522964715159
uni.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
int.shi.str.var	3	1350	1080	270	0.846394984326019	0.8
uni.int.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
int.uni.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
uni.uni.int.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
uni.int.uni.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
int.uni.uni.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
uni.int.int.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
int.int.uni.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
int.uni.int.shi.str.var	3	42847	1226	41621	0.960815047021944	0.0286134385137816
uni.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
int.sni.str.var	3	1228	1009	219	0.790752351097179	0.821661237785016
uni.int.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
int.uni.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
uni.uni.int.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
uni.int.uni.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
int.uni.uni.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
uni.int.int.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
int.int.uni.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
int.uni.int.sni.str.var	3	6678	1223	5455	0.95846394984326	0.18313866427074
uni.bas.mut.seu.shi	4	106799	1248	105551	0.978056426332288	0.011685502673246
int.bas.mut.seu.shi	4	1354	1094	260	0.857366771159875	0.807976366322009
uni.bas.mut.seu.sni	4	77341	1246	76095	0.976489028213166	0.0161104718066743
int.bas.mut.seu.sni	4	1217	1007	210	0.789184952978056	0.827444535743632
uni.bas.mut.seu.str	4	78472	1249	77223	0.97884012539185	0.0159165052502804
int.bas.mut.seu.str	4	1404	1120	284	0.877742946708464	0.797720797720798
uni.bas.mut.seu.var	4	76819	1246	75573	0.976489028213166	0.0162199455863784
int.bas.mut.seu.var	4	1343	1079	264	0.845611285266458	0.803425167535369
uni.bas.mut.shi.sni	4	76254	1247	75007	0.977272727272727	0.016353240485745
int.bas.mut.shi.sni	4	1217	1007	210	0.789184952978056	0.827444535743632
uni.bas.mut.shi.str	4	78155	1251	76904	0.980407523510972	0.0160066534450771
int.bas.mut.shi.str	4	1348	1094	254	0.857366771159875	0.811572700296736
uni.bas.mut.shi.var	4	75890	1247	74643	0.977272727272727	0.0164316774278561
int.bas.mut.shi.var	4	1324	1071	253	0.839341692789969	0.808912386706949
uni.bas.mut.sni.str	4	41932	1249	40683	0.97884012539185	0.0297863207097205
int.bas.mut.sni.str	4	1217	1007	210	0.789184952978056	0.827444535743632
uni.bas.mut.sni.var	4	39561	1242	38319	0.973354231974922	0.0313945552438007
int.bas.mut.sni.var	4	1207	1001	206	0.78448275862069	0.829328914664457
uni.bas.mut.str.var	4	41580	1249	40331	0.97884012539185	0.03003848003848
int.bas.mut.str.var	4	1336	1079	257	0.845611285266458	0.807634730538922
uni.bas.seu.shi.sni	4	107129	1247	105882	0.977272727272727	0.0116401721289287
int.bas.seu.shi.sni	4	1244	1016	228	0.796238244514107	0.816720257234727
uni.bas.seu.shi.str	4	108255	1251	107004	0.980407523510972	0.0115560482194818
int.bas.seu.shi.str	4	1382	1104	278	0.865203761755486	0.798842257597685
uni.bas.seu.shi.var	4	106607	1247	105360	0.977272727272727	0.0116971681034078
int.bas.seu.shi.var	4	1342	1078	264	0.844827586206897	0.80327868852459
uni.bas.seu.sni.str	4	78819	1249	77570	0.97884012539185	0.0158464329666705
int.bas.seu.sni.str	4	1241	1016	225	0.796238244514107	0.818694601128123
uni.bas.seu.sni.var	4	77132	1245	75887	0.975705329153605	0.0161411606077892
int.bas.seu.sni.var	4	1223	1008	215	0.789968652037618	0.82420278004906
uni.bas.seu.str.var	4	78295	1249	77046	0.97884012539185	0.0159524873874449
int.bas.seu.str.var	4	1355	1086	269	0.851097178683386	0.801476014760148
uni.bas.shi.sni.str	4	78448	1251	77197	0.980407523510972	0.0159468692637161
int.bas.shi.sni.str	4	1240	1016	224	0.796238244514107	0.819354838709677
uni.bas.shi.sni.var	4	76117	1246	74871	0.976489028213166	0.0163695363716384
int.bas.shi.sni.var	4	1220	1008	212	0.789968652037618	0.826229508196721
uni.bas.shi.str.var	4	78083	1251	76832	0.980407523510972	0.0160214131116888
int.bas.shi.str.var	4	1336	1078	258	0.844827586206897	0.80688622754491
uni.bas.sni.str.var	4	41844	1249	40595	0.97884012539185	0.0298489628142625
int.bas.sni.str.var	4	1221	1008	213	0.789968652037618	0.825552825552825
uni.mut.seu.shi.sni	4	73609	1211	72398	0.949059561128527	0.0164517925797117
int.mut.seu.shi.sni	4	1228	1009	219	0.790752351097179	0.821661237785016
uni.mut.seu.shi.str	4	74918	1227	73691	0.961598746081505	0.0163779065111188
int.mut.seu.shi.str	4	1435	1149	286	0.900470219435737	0.800696864111498
uni.mut.seu.shi.var	4	73049	1211	71838	0.949059561128527	0.0165779134553519
int.mut.seu.shi.var	4	1346	1072	274	0.84012539184953	0.796433878157504
uni.mut.seu.sni.str	4	45540	1225	44315	0.960031347962382	0.0268994290733421
int.mut.seu.sni.str	4	1226	1008	218	0.789968652037618	0.822185970636215
uni.mut.seu.sni.var	4	43632	1209	42423	0.947492163009404	0.0277090209020902
int.mut.seu.sni.var	4	1214	1002	212	0.785266457680251	0.825370675453048
uni.mut.seu.str.var	4	44978	1225	43753	0.960031347962382	0.0272355373738272
int.mut.seu.str.var	4	1349	1080	269	0.846394984326019	0.800593031875463
uni.mut.shi.sni.str	4	43985	1226	42759	0.960815047021944	0.027873138569967
int.mut.shi.sni.str	4	1226	1008	218	0.789968652037618	0.822185970636215
uni.mut.shi.sni.var	4	41433	1209	40224	0.947492163009404	0.0291796394178553
int.mut.shi.sni.var	4	1214	1002	212	0.785266457680251	0.825370675453048
uni.mut.shi.str.var	4	43576	1226	42350	0.960815047021944	0.0281347530750872
int.mut.shi.str.var	4	1331	1072	259	0.84012539184953	0.805409466566491
uni.mut.sni.str.var	4	7415	1223	6192	0.95846394984326	0.164935940660823
int.mut.sni.str.var	4	1214	1002	212	0.785266457680251	0.825370675453048
uni.seu.shi.sni.str	4	75303	1227	74076	0.961598746081505	0.0162941715469503
int.seu.shi.sni.str	4	1252	1017	235	0.797021943573668	0.812300319488818
uni.seu.shi.sni.var	4	73363	1195	72168	0.936520376175549	0.0162888649591756
int.seu.shi.sni.var	4	1227	1009	218	0.790752351097179	0.822330888345558
uni.seu.shi.str.var	4	74741	1227	73514	0.961598746081505	0.0164166923107799
int.seu.shi.str.var	4	1349	1080	269	0.846394984326019	0.800593031875463
uni.seu.sni.str.var	4	45346	1225	44121	0.960031347962382	0.0270145106514356
int.seu.sni.str.var	4	1228	1009	219	0.790752351097179	0.821661237785016
uni.shi.sni.str.var	4	43893	1226	42667	0.960815047021944	0.0279315608411364
int.shi.sni.str.var	4	1227	1009	218	0.790752351097179	0.822330888345558
uni.bas.mut.seu.shi.sni	5	107702	1248	106454	0.978056426332288	0.0115875285510018
int.bas.mut.seu.shi.sni	5	1217	1007	210	0.789184952978056	0.827444535743632
uni.bas.mut.seu.shi.str	5	108809	1251	107558	0.980407523510972	0.011497210708673
int.bas.mut.seu.shi.str	5	1348	1094	254	0.857366771159875	0.811572700296736
uni.bas.mut.seu.shi.var	5	107180	1248	105932	0.978056426332288	0.0116439634260123
int.bas.mut.seu.shi.var	5	1324	1071	253	0.839341692789969	0.808912386706949
uni.bas.mut.seu.sni.str	5	79374	1249	78125	0.97884012539185	0.0157356313150402
int.bas.mut.seu.sni.str	5	1217	1007	210	0.789184952978056	0.827444535743632
uni.bas.mut.seu.sni.var	5	77706	1246	76460	0.976489028213166	0.0160347978277096
int.bas.mut.seu.sni.var	5	1207	1001	206	0.78448275862069	0.829328914664457
uni.bas.mut.seu.str.var	5	78850	1249	77601	0.97884012539185	0.0158402029169309
int.bas.mut.seu.str.var	5	1336	1079	257	0.845611285266458	0.807634730538922
uni.bas.mut.shi.sni.str	5	79136	1251	77885	0.980407523510972	0.0158082288718156
int.bas.mut.shi.sni.str	5	1217	1007	210	0.789184952978056	0.827444535743632
uni.bas.mut.shi.sni.var	5	76847	1247	75600	0.977272727272727	0.016227048551017
int.bas.mut.shi.sni.var	5	1207	1001	206	0.78448275862069	0.829328914664457
uni.bas.mut.shi.str.var	5	78768	1251	77517	0.980407523510972	0.015882084095064
int.bas.mut.shi.str.var	5	1319	1071	248	0.839341692789969	0.811978771796816
uni.bas.mut.sni.str.var	5	42536	1249	41287	0.97884012539185	0.0293633627985706
int.bas.mut.sni.str.var	5	1207	1001	206	0.78448275862069	0.829328914664457
uni.bas.seu.shi.sni.str	5	109157	1251	107906	0.980407523510972	0.0114605568126643
int.bas.seu.shi.sni.str	5	1240	1016	224	0.796238244514107	0.819354838709677
uni.bas.seu.shi.sni.var	5	107494	1247	106247	0.977272727272727	0.0116006474779988
int.bas.seu.shi.sni.var	5	1220	1008	212	0.789968652037618	0.826229508196721
uni.bas.seu.shi.str.var	5	108633	1251	107382	0.980407523510972	0.0115158377288669
int.bas.seu.shi.str.var	5	1335	1078	257	0.844827586206897	0.80749063670412
uni.bas.seu.sni.str.var	5	79181	1249	77932	0.97884012539185	0.0157739861835541
int.bas.seu.sni.str.var	5	1221	1008	213	0.789968652037618	0.825552825552825
uni.bas.shi.sni.str.var	5	79037	1251	77786	0.980407523510972	0.0158280299100421
int.bas.shi.sni.str.var	5	1220	1008	212	0.789968652037618	0.826229508196721
uni.mut.seu.shi.sni.str	5	75886	1227	74659	0.961598746081505	0.0161689903275967
int.mut.seu.shi.sni.str	5	1226	1008	218	0.789968652037618	0.822185970636215
uni.mut.seu.shi.sni.var	5	74001	1211	72790	0.949059561128527	0.0163646437210308
int.mut.seu.shi.sni.var	5	1214	1002	212	0.785266457680251	0.825370675453048
uni.mut.seu.shi.str.var	5	75324	1227	74097	0.961598746081505	0.0162896288035686
int.mut.seu.shi.str.var	5	1331	1072	259	0.84012539184953	0.805409466566491
uni.mut.seu.sni.str.var	5	45930	1225	44705	0.960031347962382	0.0266710211190943
int.mut.seu.sni.str.var	5	1214	1002	212	0.785266457680251	0.825370675453048
uni.mut.shi.sni.str.var	5	44622	1226	43396	0.960815047021944	0.0274752364304603
int.mut.shi.sni.str.var	5	1214	1002	212	0.785266457680251	0.825370675453048
uni.seu.shi.sni.str.var	5	75692	1227	74465	0.961598746081505	0.0162104317497226
int.seu.shi.sni.str.var	5	1227	1009	218	0.790752351097179	0.822330888345558
uni.bas.mut.seu.shi.sni.str	6	109711	1251	108460	0.980407523510972	0.0114026852366672
int.bas.mut.seu.shi.sni.str	6	1217	1007	210	0.789184952978056	0.827444535743632
uni.bas.mut.seu.shi.sni.var	6	108067	1248	106819	0.978056426332288	0.0115483912757826
int.bas.mut.seu.shi.sni.var	6	1207	1001	206	0.78448275862069	0.829328914664457
uni.bas.mut.seu.shi.str.var	6	109187	1251	107936	0.980407523510972	0.0114574079331789
int.bas.mut.seu.shi.str.var	6	1319	1071	248	0.839341692789969	0.811978771796816
uni.bas.mut.seu.sni.str.var	6	79736	1249	78487	0.97884012539185	0.0156641918330491
int.bas.mut.seu.sni.str.var	6	1207	1001	206	0.78448275862069	0.829328914664457
uni.bas.mut.shi.sni.str.var	6	79722	1251	78471	0.980407523510972	0.0156920298035674
int.bas.mut.shi.sni.str.var	6	1207	1001	206	0.78448275862069	0.829328914664457
uni.bas.seu.shi.sni.str.var	6	109519	1251	108268	0.980407523510972	0.0114226755174901
int.bas.seu.shi.sni.str.var	6	1220	1008	212	0.789968652037618	0.826229508196721
uni.mut.seu.shi.sni.str.var	6	76275	1227	75048	0.961598746081505	0.016086529006883
int.mut.seu.shi.sni.str.var	6	1214	1002	212	0.785266457680251	0.825370675453048
uni.bas.mut.seu.shi.sni.str.var	7	110073	1251	108822	0.980407523510972	0.0113651849227331
int.bas.mut.seu.shi.sni.str.var	7	1207	1001	206	0.78448275862069	0.829328914664457
